City,Lat,Lng,Max Temp,Humidity,Clouds,Temperature,Wind Speed,Country,Date
Kashira,54.8444,38.1669,27.41,72,92,27.41,13.02,RU,1635224192
Fort-Shevchenko,44.5086,50.263,46.85,58,99,46.85,16.62,KZ,1635224193
Hobyo,5.3505,48.5268,81.46,70,35,81.46,7.52,SO,1635224193
Mariinsk,56.2139,87.7472,45.05,68,95,45.05,8.66,RU,1635224193
Saint-Augustin,51.226,-58.6502,36.23,83,27,36.23,8.63,CA,1635224194
Saint-François,46.4154,3.9054,49.91,100,90,49.91,2.3,FR,1635224194
Salalah,17.0151,54.0924,80.8,55,23,80.8,4.14,OM,1635224195
Dikson,73.5069,80.5464,13.57,85,100,13.57,14.03,RU,1635223940
Kaseda-shirakame,31.4167,130.3167,70.84,53,0,70.84,14.09,JP,1635224196
Ambon City,-3.6954,128.1814,89.74,66,40,89.74,10.36,ID,1635224196
Portland,45.5234,-122.6762,51.03,88,90,51.03,4.0,US,1635223757
Esso,55.9333,158.7,33.21,97,94,33.21,2.73,RU,1635224197
Malye Derbety,47.9547,44.6808,33.89,64,59,33.89,6.93,RU,1635224198
Pineville,31.3224,-92.4343,65.86,90,1,65.86,3.44,US,1635224198
Fortuna,40.5982,-124.1573,52.97,74,75,52.97,5.99,US,1635224199
Rangāpāra,26.8167,92.65,80.19,65,0,80.19,4.32,IN,1635224199
Aljezur,37.3191,-8.8033,56.03,80,0,56.03,8.41,PT,1635224200
Itarema,-2.9248,-39.9167,79.18,73,27,79.18,15.05,BR,1635224050
Domoni,-12.2569,44.5319,79.41,77,77,79.41,5.88,KM,1635224201
Duluth,46.7833,-92.1066,42.69,77,40,42.69,8.01,US,1635223516
Acaraú,-2.8856,-40.12,79.3,74,38,79.3,16.02,BR,1635223913
San Policarpo,12.1791,125.5072,84.63,67,100,84.63,8.75,PH,1635224202
Sopela,43.3789,-2.9831,50.52,88,40,50.52,1.01,ES,1635224202
Kumul,42.8,93.45,56.39,22,0,56.39,5.41,CN,1635224203
Taltal,-25.4,-70.4833,56.59,86,55,56.59,0.76,CL,1635224203
Lékoni,-1.5843,14.2591,69.15,96,100,69.15,3.74,GA,1635224204
Chichester,50.8367,-0.78,52.0,95,93,52.0,9.69,GB,1635224205
Srandakan,-7.9386,110.2506,83.41,62,100,83.41,8.32,ID,1635224205
Anloga,5.7947,0.8973,79.02,81,99,79.02,9.73,GH,1635224206
Loukhi,66.0764,33.0381,31.57,98,100,31.57,7.23,RU,1635224206
Tura,25.5198,90.2201,80.29,62,0,80.29,1.32,IN,1635224207
Bathsheba,13.2167,-59.5167,83.01,74,20,83.01,19.57,BB,1635224207
Tiksi,71.6872,128.8694,5.2,94,100,5.2,3.47,RU,1635223952
Bonavista,48.6499,-53.1147,35.6,75,37,35.6,14.38,CA,1635224208
East Wenatchee Bench,47.4257,-120.2812,45.86,81,99,45.86,4.72,US,1635224209
Fraserburgh,57.6874,-2.0184,41.58,82,100,41.58,13.29,GB,1635224209
Avera,33.194,-82.5271,67.17,87,14,67.17,13.69,US,1635224209
Longkou,37.6508,120.3286,61.84,61,100,61.84,12.12,CN,1635224210
Iquique,-20.2208,-70.1431,59.04,76,0,59.04,3.31,CL,1635224014
Jinchang,38.4953,102.1739,46.96,45,100,46.96,6.46,CN,1635224210
Sambava,-14.2667,50.1667,78.31,69,38,78.31,12.35,MG,1635224211
Huntsville,34.7304,-86.5861,55.06,74,90,55.06,4.0,US,1635224211
Tuatapere,-46.1333,167.6833,54.52,97,96,54.52,2.66,NZ,1635224212
Marondera,-18.1853,31.5519,65.28,60,3,65.28,7.52,ZW,1635224212
Haapiti,-17.5667,-149.8667,76.71,88,100,76.71,10.33,PF,1635224213
Itaqui,-29.1253,-56.5531,61.21,63,0,61.21,5.35,BR,1635224213
‘Ewa Beach,21.3156,-158.0072,76.96,65,0,76.96,15.01,US,1635224214
Fortuna Foothills,32.6578,-114.4119,70.93,50,40,70.93,1.99,US,1635224088
Lithakia,37.7167,20.8333,54.77,70,98,54.77,12.93,GR,1635224215
Mazatlán,23.2167,-106.4167,83.01,88,49,83.01,3.0,MX,1635224215
Vestmannaeyjar,63.4427,-20.2734,44.02,70,96,44.02,22.5,IS,1635224216
Cayenne,4.9333,-52.3333,79.09,89,75,79.09,1.01,GF,1635224216
Bendigo,-36.7667,144.2833,67.64,32,5,67.64,1.99,AU,1635224217
Celestún,20.8667,-90.4,80.76,85,69,80.76,8.08,MX,1635224217
Bāglung,28.2719,83.5898,72.55,48,0,72.55,4.79,NP,1635224218
Mattru,7.6244,-11.8332,72.82,98,100,72.82,0.54,SL,1635224218
Bayonet Point,28.3267,-82.6834,75.69,91,0,75.69,13.58,US,1635224219
Santa Rosa,14.3122,121.1114,89.69,66,95,89.69,12.62,PH,1635224219
Zreče,46.3822,15.3792,33.39,92,100,33.39,1.74,SI,1635224220
Lethem,3.3803,-59.7968,74.93,92,77,74.93,11.3,GY,1635224220
Lagoa,39.05,-27.9833,67.42,74,3,67.42,13.51,PT,1635224221
Amahai,-3.3333,128.9167,85.6,69,21,85.6,6.85,ID,1635224221
Broken Hill,-31.95,141.4333,76.71,9,1,76.71,10.36,AU,1635224016
Blagodatnoye,45.3997,42.5867,32.92,64,15,32.92,4.99,RU,1635224222
Marovoay,-16.1,46.6333,82.54,43,2,82.54,11.54,MG,1635224223
Atzitzintla,18.9,-97.3167,51.35,85,100,51.35,1.88,MX,1635224223
Corner Brook,48.9667,-57.9484,39.22,83,100,39.22,7.07,CA,1635223979
Moindou,-21.6924,165.677,82.35,63,54,82.35,10.87,NC,1635224224
Azov,47.1078,39.4165,23.49,52,0,23.49,5.37,RU,1635224224
Kokopo,-4.352,152.2633,85.51,58,38,85.51,7.85,PG,1635224225
Nanortalik,60.1432,-45.2371,35.4,61,89,35.4,10.94,GL,1635223968
Westerly,41.3776,-71.8273,55.04,94,90,55.04,10.36,US,1635224226
Gembloux,50.561,4.697,48.13,98,22,48.13,9.06,BE,1635224226
Tehachapi,35.1322,-118.449,42.03,83,48,42.03,8.99,US,1635224227
Fes,34.0372,-4.9998,57.45,62,0,57.45,5.75,MA,1635224227
Mayo,38.8876,-76.5119,60.48,94,100,60.48,1.99,US,1635224228
Briançon,44.9,6.65,36.1,91,77,36.1,5.23,FR,1635224228
Khor,47.8861,134.9464,57.6,40,48,57.6,10.54,RU,1635224169
Keelung,25.1283,121.7419,77.52,75,100,77.52,9.19,TW,1635224229
Palauig,15.435,119.9045,85.42,66,84,85.42,5.21,PH,1635224230
Gorontalo,0.5412,123.0595,86.29,70,46,86.29,3.51,ID,1635224230
Ji’an,27.1172,114.9793,67.19,64,93,67.19,4.29,CN,1635224230
Araouane,18.9048,-3.5265,80.24,23,10,80.24,9.1,ML,1635224231
Nouadhibou,20.931,-17.0347,69.78,78,85,69.78,21.85,MR,1635224116
Guerrero Negro,27.9769,-114.0611,67.21,72,56,67.21,19.1,MX,1635224232
Guánica,17.9716,-66.908,76.48,83,21,76.48,1.99,PR,1635224232
Puerto Limón,10.0,-83.0333,79.3,83,79,79.3,2.33,CR,1635224233
Dwārka,22.2394,68.9678,82.94,46,2,82.94,6.89,IN,1635224233
Yatou,37.15,122.3833,65.8,46,100,65.8,9.93,CN,1635224211
Kavieng,-2.5744,150.7967,83.32,70,74,83.32,4.25,PG,1635224234
Córdoba,-31.4135,-64.1811,69.44,36,0,69.44,9.22,AR,1635223981
Nagorsk,59.3172,50.8078,29.68,93,100,29.68,7.52,RU,1635224234
Verkhnevilyuysk,63.4453,120.3167,33.89,86,100,33.89,6.15,RU,1635224235
Bongor,10.2806,15.3722,76.77,71,50,76.77,1.97,TD,1635224235
Paidha,2.4167,30.9855,65.82,85,69,65.82,0.45,UG,1635224236
Cancún,21.1743,-86.8466,78.06,94,68,78.06,4.88,MX,1635223996
Vlăhiţa,46.35,25.5167,31.5,59,1,31.5,3.87,RO,1635224237
Tocopilla,-22.092,-70.1979,60.08,72,1,60.08,1.54,CL,1635224237
Lamas,-6.4167,-76.5333,66.61,100,100,66.61,1.5,PE,1635223986
Eureka,40.8021,-124.1637,53.56,68,95,53.56,4.0,US,1635224003
Bow Island,49.8668,-111.3684,45.41,47,100,45.41,5.75,CA,1635224238
Guane,22.2025,-84.0875,77.4,92,100,77.4,0.29,CU,1635224239
Ostrovnoy,68.0531,39.5131,26.19,81,85,26.19,6.87,RU,1635224240
Alejandria,5.4753,-75.2296,60.66,99,100,60.66,1.52,CO,1635224240
Hodoşa,46.6333,24.8167,22.86,61,0,22.86,2.64,RO,1635224241
Whitehorse,60.7161,-135.0538,28.72,86,90,28.72,8.99,CA,1635224241
Plyussa,58.4308,29.3654,36.0,86,99,36.0,7.65,RU,1635224242
Biga,40.2281,27.2422,46.06,69,82,46.06,14.36,TR,1635224242
Khasan,42.4308,130.6434,58.69,56,89,58.69,6.58,RU,1635224243
Sonoita,31.85,-112.8333,73.53,59,1,73.53,9.55,MX,1635224243
Cafarnaum,-11.6936,-41.4683,69.3,87,96,69.3,10.85,BR,1635223989
Yichang,30.7144,111.2847,62.94,63,100,62.94,0.34,CN,1635224025
Port Blair,11.6667,92.75,84.13,74,62,84.13,9.62,IN,1635224244
Wanning,18.8003,110.3967,77.5,84,97,77.5,14.65,CN,1635224244
Marathon,44.9,-89.7668,34.88,86,1,34.88,5.75,US,1635224245
Carson City,39.1638,-119.7674,37.85,69,20,37.85,0.0,US,1635223959
Henties Bay,-22.116,14.2845,58.86,90,0,58.86,2.64,NA,1635224246
Inhambane,-23.865,35.3833,73.0,88,20,73.0,0.0,MZ,1635224246
Zharkent,44.1628,80.0,56.05,35,0,56.05,2.95,KZ,1635224246
At-Bashi,41.1702,75.8106,38.55,47,26,38.55,1.01,KG,1635224247
Sompeta,18.9333,84.6,82.06,67,22,82.06,7.25,IN,1635224247
Shiraz,29.6036,52.5388,58.44,26,0,58.44,0.0,IR,1635224055
Matara,5.9485,80.5353,83.88,68,100,83.88,9.13,LK,1635224248
Weligama,5.9667,80.4167,83.88,68,99,83.88,9.69,LK,1635224248
Boysun,38.2061,67.1986,57.09,32,100,57.09,4.88,UZ,1635224249
Karratha,-20.7377,116.8463,90.05,30,1,90.05,19.46,AU,1635224249
Rome,43.2128,-75.4557,52.61,92,100,52.61,5.99,US,1635224250
Vangaindrano,-23.35,47.6,77.76,70,42,77.76,7.09,MG,1635224250
Santa Maria,-29.6842,-53.8069,58.69,69,0,58.69,2.33,BR,1635224084
Russell,32.3502,-85.1999,62.56,94,1,62.56,8.59,US,1635224251
Andros Town,24.7,-77.7667,80.56,81,100,80.56,8.39,BS,1635224251
Vardø,70.3705,31.1107,32.2,75,100,32.2,25.84,NO,1635224252
Lianzhou,24.7811,112.3825,80.65,49,3,80.65,0.58,CN,1635224252
Ust'-Ilimsk,58.0006,102.6619,37.65,77,99,37.65,12.57,RU,1635224253
Porto Velho,-8.7619,-63.9039,75.25,94,20,75.25,2.3,BR,1635224157
Yeniseysk,58.4497,92.1703,35.44,67,99,35.44,4.47,RU,1635224253
Vanimo,-2.6741,141.3028,86.36,65,29,86.36,8.61,PG,1635224254
Varhaug,58.6147,5.6457,44.37,76,43,44.37,13.31,NO,1635224254
Amalfi,6.9102,-75.0776,58.84,99,94,58.84,2.59,CO,1635224255
Behbahān,30.5959,50.2417,58.96,16,0,58.96,2.21,IR,1635224255
Nicoya,10.1483,-85.452,76.55,94,99,76.55,1.25,CR,1635224255
Shache,38.4167,77.2406,55.62,25,3,55.62,3.53,CN,1635224256
Marsh Harbour,26.5412,-77.0636,80.26,81,100,80.26,16.89,BS,1635224256
Ust'-Koksa,50.2696,85.6108,48.9,49,77,48.9,2.01,RU,1635224257
Burnie,-41.0667,145.9167,59.94,53,2,59.94,7.67,AU,1635224257
Oktyabr'skoye,43.0645,44.7417,30.34,100,81,30.34,4.47,RU,1635224258
Isla Vista,34.4133,-119.861,55.54,75,0,55.54,1.99,US,1635224174
Casablanca,33.5928,-7.6192,62.15,82,99,62.15,8.7,MA,1635224258
Mount Isa,-20.7333,139.5,96.57,17,75,96.57,6.91,AU,1635224259
Mbandaka,0.0487,18.2603,70.93,95,100,70.93,2.3,CD,1635224260
Camacha,33.0833,-16.3333,63.82,72,40,63.82,10.36,PT,1635224260
Neiafu,-18.65,-173.9833,79.48,69,20,79.48,9.22,TO,1635224260
Olafsvik,64.8945,-23.7142,39.04,76,42,39.04,13.62,IS,1635224261
Castelo do Piauí,-5.3222,-41.5525,79.29,44,17,79.29,4.54,BR,1635224261
Storsteinnes,69.2408,19.2344,30.83,95,96,30.83,5.28,NO,1635224262
Chabahar,25.2919,60.643,79.5,74,3,79.5,8.12,IR,1635224262
Tadine,-21.55,167.8833,76.32,74,9,76.32,11.92,NC,1635224263
Kununurra,-15.7667,128.7333,100.38,32,16,100.38,5.75,AU,1635224181
Shimoda,34.6667,138.95,68.11,72,62,68.11,4.61,JP,1635224264
Garden City,42.3256,-83.331,46.53,87,90,46.53,3.0,US,1635224264
Aldan,58.6031,125.3894,31.24,86,99,31.24,7.78,RU,1635224265
Ust-Tsilma,65.441,52.1498,17.65,96,50,17.65,3.98,RU,1635224265
Alenquer,-1.9417,-54.7383,77.34,83,35,77.34,2.53,BR,1635224266
Juan Lacaze,-34.4342,-57.4381,62.11,65,1,62.11,11.1,UY,1635224266
Province of Mantua,45.1667,10.7833,39.83,68,45,39.83,4.09,IT,1635224267
Novy Urengoy,66.0833,76.6333,23.86,95,100,23.86,5.1,RU,1635224267
Hofn,64.2539,-15.2082,40.6,73,40,40.6,6.06,IS,1635224268
Aliwal North,-30.6937,26.7114,56.95,72,55,56.95,3.15,ZA,1635224268
Vodnyy,63.5046,53.4095,21.51,92,94,21.51,2.01,RU,1635224269
Ugoofaaru,5.6667,73.0,81.28,79,100,81.28,10.07,MV,1635224269
Ngunguru,-35.6167,174.5,72.16,73,78,72.16,8.61,NZ,1635224270
Sarai,53.7458,41.0213,31.89,68,54,31.89,11.81,RU,1635224270
Takoradze,4.8845,-1.7554,76.87,91,100,76.87,8.88,GH,1635224271
Sungai Raya,0.7,108.9,86.83,64,84,86.83,5.7,ID,1635224271
Vuktyl,63.8567,57.3094,21.97,89,48,21.97,3.47,RU,1635224272
Shetpe,44.1667,52.1167,43.81,64,99,43.81,14.54,KZ,1635224272
Malm,64.0721,11.2172,41.16,95,100,41.16,2.73,NO,1635224273
Ardmore,34.1743,-97.1436,61.61,75,1,61.61,3.0,US,1635224273
Pangnirtung,66.1451,-65.7125,22.51,58,42,22.51,2.04,CA,1635224274
Imbituba,-28.24,-48.6703,67.82,83,9,67.82,6.87,BR,1635224274
Ust-Nera,64.5667,143.2,13.33,96,97,13.33,2.44,RU,1635224274
Menongue,-14.6585,17.691,67.37,73,96,67.37,4.21,AO,1635224275
Arrondissement de Gap,44.6667,6.0,27.82,87,74,27.82,6.17,FR,1635224275
Saint George,37.1041,-113.5841,55.92,81,100,55.92,4.0,US,1635224223
Río Gallegos,-51.6226,-69.2181,42.85,56,90,42.85,9.22,AR,1635224276
Kavaratti,10.5669,72.642,82.02,75,100,82.02,14.79,IN,1635224277
Port Hedland,-20.3167,118.5667,84.42,46,2,84.42,20.8,AU,1635224277
Vysokopillya,47.4919,33.5306,26.98,61,0,26.98,6.38,UA,1635224183
Glendive,47.1053,-104.7125,45.23,54,100,45.23,12.8,US,1635224278
Kiama,-34.6833,150.8667,67.48,58,15,67.48,1.99,AU,1635224278
Petra,30.3222,35.4793,60.85,40,0,60.85,1.97,JO,1635224279
Dubrovytsya,51.5744,26.565,35.19,63,64,35.19,10.09,UA,1635224279
Albino,45.7638,9.7964,44.46,93,8,44.46,4.61,IT,1635224280
Amapá,1.0,-52.0,71.42,99,65,71.42,1.72,BR,1635224280
Vila do Maio,15.1333,-23.2167,77.79,80,100,77.79,12.01,CV,1635224281
Gobabis,-22.45,18.9667,66.29,23,1,66.29,5.06,NA,1635224281
Igarka,67.4667,86.5833,15.8,95,96,15.8,7.96,RU,1635224282
Pāsighāt,28.0667,95.3333,82.2,52,1,82.2,3.71,IN,1635224283
Tocache,-8.1842,-76.5125,70.47,99,100,70.47,1.34,PE,1635224283
Petropavlovsk-Kamchatskiy,53.0452,158.6483,45.19,61,75,45.19,2.24,RU,1635224284
Thoen,17.6129,99.2161,87.22,61,47,87.22,0.87,TH,1635224285
Anenecuilco,18.7667,-98.9833,70.74,87,79,70.74,2.86,MX,1635224285
Cedar City,37.6775,-113.0619,38.37,87,90,38.37,10.36,US,1635224200
Panguipulli,-39.6333,-72.3333,49.71,100,96,49.71,1.57,CL,1635224286
Alugan,12.2188,125.4808,84.67,67,100,84.67,8.28,PH,1635224287
Adamantas,36.7333,24.4333,60.22,67,42,60.22,26.46,GR,1635224287
Oktyabr'skiy,54.4815,53.471,31.17,68,84,31.17,8.41,RU,1635224288
Badarganj,25.674,89.0549,81.57,67,0,81.57,5.03,BD,1635224288
Salym,60.0625,71.4789,29.88,93,100,29.88,12.53,RU,1635224289
Canora,51.6333,-102.4343,42.82,67,100,42.82,18.72,CA,1635224290
Seoul,37.5683,126.9778,64.99,47,20,64.99,5.75,KR,1635224244
Los Llanos de Aridane,28.6585,-17.9182,65.95,78,40,65.95,11.5,ES,1635224290
Yerbogachën,61.2767,108.0108,31.8,86,100,31.8,12.1,RU,1635224291
Krasnokamsk,58.0802,55.7541,28.56,75,74,28.56,6.89,RU,1635224291
Awjilah,29.1081,21.2869,70.61,40,49,70.61,6.76,LY,1635224292
Turan,16.0678,108.2208,82.38,69,40,82.38,13.8,VN,1635224292
Banjar,-8.19,114.9675,85.91,73,94,85.91,2.35,ID,1635224293
Brae,60.3964,-1.353,49.91,85,60,49.91,13.87,GB,1635224293
